

USBR Pacific Northwest Region
Hydromet/AgriMet Data Access

Although the US Bureau of Reclamation makes efforts to maintain the accuracy
of data found in the Hydromet system databases, the data is largely unverified
and should be considered preliminary and subject to change.  Data and services
are provided with the express understanding that the United States Government
makes no warranties, expressed or implied, concerning the accuracy, complete-
ness, usability or suitability for any particular purpose of the information
or data obtained by access to this computer system, and the United States
shall be under no liability whatsoever to any individual or group entity by
reason of any use made thereof. 

BEGIN DATA
DATE       TIME ,  COVM    OBM     ,  COVM    TU      ,  COVM    UI      ,  COVM    SQ      ,  COVM    PC      ,  COVM    SL      ,  COVM    ZA      ,  COVM    SW      ,  COVM    SV      
02/03/2025 07:00,      23.06 ,      94.90 ,    2431.00 ,    2488.00 ,       7.53 ,,      31.41 ,      33.73 ,      31.52 
02/03/2025 08:00,      23.28 ,      94.90 ,    2431.00 ,    2488.00 ,       7.53 ,,      31.30 ,      33.73 ,      31.52 
02/03/2025 09:00,      22.80 ,      95.80 ,    2433.00 ,    2489.00 ,       7.53 ,,      31.30 ,      33.73 ,      31.52 
02/03/2025 10:00,      22.69 ,      92.50 ,    2436.00 ,    2494.00 ,       7.53 ,,      31.30 ,      33.73 ,      31.52 
02/03/2025 11:00,      23.21 ,      89.40 ,    2437.00 ,    2502.00 ,       7.53 ,,      31.19 ,      33.73 ,      31.63 
02/03/2025 12:00,      23.19 ,      85.30 ,    2439.00 ,    2514.00 ,       7.53 ,,      31.29 ,      33.72 ,      31.63 
02/03/2025 13:00,      23.65 ,      83.10 ,    2442.00 ,    2528.00 ,       7.53 ,,      31.28 ,      33.70 ,      31.61 
02/03/2025 14:00,      23.80 ,      84.30 ,    2446.00 ,    2540.00 ,       7.53 ,,      31.37 ,      33.68 ,      31.59 
02/03/2025 15:00,      22.73 ,      89.70 ,    2449.00 ,    2550.00 ,       7.54 ,,      31.37 ,      33.68 ,      31.59 
02/03/2025 16:00,      21.42 ,      89.80 ,    2453.00 ,    2556.00 ,       7.55 ,,      31.37 ,      33.68 ,      31.59 
02/03/2025 17:00,      20.07 ,      93.00 ,    2459.00 ,    2559.00 ,       7.56 ,,      31.37 ,      33.68 ,      31.59 
02/03/2025 18:00,      19.84 ,      93.80 ,    2463.00 ,    2560.00 ,       7.58 ,,      31.39 ,      33.70 ,      31.61 
02/03/2025 19:00,      19.46 ,      93.70 ,    2467.00 ,    2560.00 ,       7.60 ,,      31.41 ,      33.72 ,      31.63 
02/03/2025 20:00,      19.00 ,      93.50 ,    2470.00 ,    2560.00 ,       7.63 ,,      31.30 ,      33.73 ,      31.63 
02/03/2025 21:00,      18.76 ,      93.30 ,    2474.00 ,    2560.00 ,       7.67 ,,      31.30 ,      33.73 ,      31.63 
02/03/2025 22:00,      18.08 ,      93.20 ,    2477.00 ,    2560.00 ,       7.70 ,,      31.19 ,      33.73 ,      31.63 
02/03/2025 23:00,      17.40 ,      92.70 ,    2482.00 ,    2560.00 ,       7.73 ,,      31.20 ,      33.62 ,      31.64 
02/04/2025 00:00,      17.00 ,      92.50 ,    2485.00 ,    2560.00 ,       7.76 ,,      31.21 ,      33.63 ,      31.65 
02/04/2025 01:00,      16.71 ,      92.20 ,    2488.00 ,    2560.00 ,       7.77 ,,      31.11 ,      33.64 ,      31.66 
02/04/2025 02:00,      16.05 ,      91.90 ,    2491.00 ,    2560.00 ,       7.79 ,,      31.13 ,      33.66 ,      31.68 
02/04/2025 03:00,      15.27 ,      91.50 ,    2494.00 ,    2560.00 ,       7.83 ,,      31.13 ,      33.66 ,      31.68 
02/04/2025 04:00,      14.21 ,      91.40 ,    2497.00 ,    2560.00 ,       7.87 ,,      31.13 ,      33.66 ,      31.68 
02/04/2025 05:00,      13.32 ,      91.00 ,    2501.00 ,    2560.00 ,       7.91 ,,      31.13 ,      33.66 ,      31.57 
02/04/2025 06:00,      12.92 ,      91.00 ,    2505.00 ,    2560.00 ,       7.94 ,,      31.03 ,      33.67 ,      31.69 
02/04/2025 07:00,      12.15 ,      90.90 ,    2509.00 ,    2560.00 ,       7.97 ,,      31.04 ,      33.68 ,      31.59 
02/04/2025 08:00,      11.75 ,      90.80 ,    2513.00 ,    2560.00 ,       7.99 ,,      31.03 ,      33.68 ,      31.59 
02/04/2025 09:00,      11.52 ,      90.70 ,    2516.00 ,    2561.00 ,       8.03 ,,      31.06 ,      33.59 ,      31.61 
02/04/2025 10:00,      11.56 ,      90.20 ,    2517.00 ,    2565.00 ,       8.14 ,,      31.06 ,      33.60 ,      31.61 
02/04/2025 11:00,      12.95 ,      90.50 ,    2520.00 ,    2571.00 ,       8.20 ,,      31.06 ,      33.60 ,      31.61 
02/04/2025 12:00,      14.04 ,      90.40 ,    2521.00 ,    2581.00 ,       8.25 ,,      31.06 ,      33.59 ,      31.61 
02/04/2025 13:00,      15.03 ,      89.90 ,    2523.00 ,    2595.00 ,       8.29 ,,      31.04 ,      33.57 ,      31.59 
02/04/2025 14:00,      14.44 ,      90.20 ,    2526.00 ,    2609.00 ,       8.32 ,,      31.04 ,      33.57 ,      31.70 
02/04/2025 15:00,      14.29 ,      90.10 ,    2528.00 ,    2620.00 ,       8.35 ,,      31.02 ,      33.55 ,      31.68 
02/04/2025 16:00,      13.40 ,      90.00 ,    2531.00 ,    2630.00 ,       8.37 ,,      31.02 ,      33.55 ,      31.68 
02/04/2025 17:00,      13.23 ,      90.20 ,    2534.00 ,    2636.00 ,       8.39 ,,      31.02 ,      33.55 ,      31.57 
02/04/2025 18:00,      12.47 ,      90.50 ,    2536.00 ,    2636.00 ,       8.42 ,,      31.03 ,      33.56 ,      31.69 
02/04/2025 19:00,      12.09 ,      90.30 ,    2539.00 ,    2636.00 ,       8.46 ,,      31.04 ,      33.46 ,      31.59 
02/04/2025 20:00,      12.02 ,      90.20 ,    2540.00 ,    2636.00 ,       8.50 ,,      30.94 ,      33.47 ,      31.60 
02/04/2025 21:00,      11.92 ,      90.40 ,    2540.00 ,    2636.00 ,       8.53 ,,      30.95 ,      33.49 ,      31.61 
02/04/2025 22:00,      11.43 ,      90.10 ,    2542.00 ,    2636.00 ,       8.55 ,,      30.95 ,      33.49 ,      31.61 
02/04/2025 23:00,      10.96 ,      90.00 ,    2543.00 ,    2636.00 ,       8.56 ,,      30.95 ,      33.49 ,      31.61 
02/05/2025 00:00,       9.87 ,      89.30 ,    2544.00 ,    2637.00 ,       8.56 ,,      30.95 ,      33.49 ,      31.61 
02/05/2025 01:00,       8.64 ,      89.60 ,    2544.00 ,    2637.00 ,       8.56 ,,      30.95 ,      33.49 ,      31.61 
02/05/2025 02:00,       6.33 ,      88.60 ,    2544.00 ,    2637.00 ,       8.56 ,,      30.95 ,      33.49 ,      31.61 
02/05/2025 03:00,       8.27 ,      90.00 ,    2544.00 ,    2637.00 ,       8.56 ,,      31.00 ,      33.53 ,      31.66 
02/05/2025 04:00,       9.57 ,      89.60 ,    2544.00 ,    2637.00 ,       8.57 ,,      31.00 ,      33.42 ,      31.55 
02/05/2025 05:00,       9.54 ,      89.60 ,    2545.00 ,    2637.00 ,       8.64 ,,      31.00 ,      33.42 ,      31.55 
02/05/2025 06:00,       9.56 ,      89.00 ,    2546.00 ,    2637.00 ,       8.64 ,,      31.00 ,      33.42 ,      31.66 
02/05/2025 07:00,       9.19 ,      89.30 ,    2548.00 ,    2637.00 ,       8.65 ,,      31.00 ,      33.42 ,      31.55 
02/05/2025 08:00,       8.99 ,      89.30 ,    2548.00 ,    2637.00 ,       8.66 ,,      31.00 ,      33.42 ,      31.55 
02/05/2025 09:00,       8.81 ,      89.10 ,    2549.00 ,    2637.00 ,       8.66 ,,      31.00 ,      33.42 ,      31.55 
02/05/2025 10:00,       7.99 ,      86.30 ,    2550.00 ,    2642.00 ,       8.66 ,,      31.00 ,      33.42 ,      31.55 
02/05/2025 11:00,      11.15 ,      87.40 ,    2552.00 ,    2649.00 ,       8.66 ,,      31.00 ,      33.42 ,      31.55 
02/05/2025 12:00,      15.15 ,      84.10 ,    2555.00 ,    2665.00 ,       8.66 ,,      30.96 ,      33.38 ,      31.62 
02/05/2025 13:00,      15.82 ,      86.50 ,    2557.00 ,    2682.00 ,       8.65 ,,      30.93 ,      33.47 ,      31.59 
02/05/2025 14:00,      16.19 ,      83.70 ,    2562.00 ,    2724.00 ,       8.65 ,,      31.02 ,      33.44 ,      31.57 
02/05/2025 15:00,      15.60 ,      88.10 ,    2564.00 ,    2752.00 ,       8.65 ,,      30.96 ,      33.38 ,      31.62 
02/05/2025 16:00,      16.07 ,      84.20 ,    2567.00 ,    2772.00 ,       8.65 ,,      30.93 ,      33.35 ,      31.59 
02/05/2025 17:00,      16.47 ,      85.00 ,    2571.00 ,    2780.00 ,       8.65 ,,      30.94 ,      33.36 ,      31.60 
02/05/2025 18:00,      13.44 ,      88.20 ,    2573.00 ,    2781.00 ,       8.65 ,,      30.97 ,      33.39 ,      31.63 
02/05/2025 19:00,      16.67 ,      89.80 ,    2576.00 ,    2781.00 ,       8.65 ,,      30.98 ,      33.41 ,      31.53 
02/05/2025 20:00,      17.90 ,      89.50 ,    2579.00 ,    2781.00 ,       8.66 ,,      31.02 ,      33.44 ,      31.57 
02/05/2025 21:00,      17.46 ,      86.60 ,    2582.00 ,    2781.00 ,       8.66 ,,      31.03 ,      33.34 ,      31.58 
02/05/2025 22:00,      22.90 ,      77.06 ,    2586.00 ,    2781.00 ,       8.66 ,,      31.04 ,      33.35 ,      31.59 
02/05/2025 23:00,      22.13 ,      74.29 ,    2594.00 ,    2781.00 ,       8.65 ,,      31.04 ,      33.35 ,      31.59 
02/06/2025 00:00,      25.89 ,      72.00 ,    2602.00 ,    2781.00 ,       8.66 ,,      30.93 ,      33.35 ,      31.59 
02/06/2025 01:00,      21.21 ,      79.93 ,    2606.00 ,    2781.00 ,       8.65 ,,      31.02 ,      33.33 ,      31.57 
02/06/2025 02:00,      22.81 ,      79.88 ,    2610.00 ,    2781.00 ,       8.65 ,,      31.02 ,      33.33 ,      31.57 
02/06/2025 03:00,      25.97 ,      80.30 ,    2617.00 ,    2781.00 ,       8.65 ,,      31.02 ,      33.33 ,      31.57 
02/06/2025 04:00,      22.33 ,      80.10 ,    2623.00 ,    2781.00 ,       8.66 ,,      31.02 ,      33.44 ,      31.57 
02/06/2025 05:00,      21.43 ,      84.10 ,    2625.00 ,    2781.00 ,       8.65 ,,      31.02 ,      33.33 ,      31.57 
02/06/2025 06:00,      24.85 ,      80.80 ,    2631.00 ,    2781.00 ,       8.65 ,,      31.02 ,      33.33 ,      31.57 
02/06/2025 07:00,      22.92 ,      86.80 ,    2635.00 ,    2781.00 ,       8.66 ,,      31.02 ,      33.33 ,      31.57 
02/06/2025 08:00,      22.01 ,      82.30 ,    2639.00 ,    2781.00 ,       8.66 ,,      31.02 ,      33.33 ,      31.57 
02/06/2025 09:00,      23.95 ,      83.20 ,    2643.00 ,    2783.00 ,       8.66 ,,      31.02 ,      33.33 ,      31.57 
02/06/2025 10:00,      19.78 ,      91.10 ,    2645.00 ,    2791.00 ,       8.66 ,,      31.02 ,      33.33 ,      31.57 
02/06/2025 11:00,      20.04 ,      90.20 ,    2648.00 ,    2805.00 ,       8.66 ,,      30.99 ,      33.30 ,      31.54 
02/06/2025 12:00,      20.87 ,      89.00 ,    2650.00 ,    2826.00 ,       8.65 ,,      30.97 ,      33.29 ,      31.52 
02/06/2025 13:00,      23.38 ,      85.40 ,    2653.00 ,    2859.00 ,       8.65 ,,      30.97 ,      33.39 ,      31.63 
02/06/2025 14:00,      26.19 ,      78.85 ,    2654.00 ,    2891.00 ,       8.65 ,,      30.93 ,      33.35 ,      31.59 
02/06/2025 15:00,      25.22 ,      84.70 ,    2657.00 ,    2915.00 ,       8.65 ,,      31.00 ,      33.31 ,      31.55 
02/06/2025 16:00,      24.84 ,      86.20 ,    2658.00 ,    2930.00 ,       8.65 ,,      30.99 ,      33.30 ,      31.54 
02/06/2025 17:00,      24.04 ,      87.90 ,    2660.00 ,    2937.00 ,       8.65 ,,      30.99 ,      33.30 ,      31.54 
02/06/2025 18:00,      22.00 ,      89.90 ,    2661.00 ,    2939.00 ,       8.65 ,,      31.03 ,      33.35 ,      31.58 
02/06/2025 19:00,      22.36 ,      90.50 ,    2663.00 ,    2939.00 ,       8.65 ,,      31.04 ,      33.35 ,      31.59 
02/06/2025 20:00,      20.42 ,      91.00 ,    2664.00 ,    2939.00 ,       8.65 ,,      31.06 ,      33.37 ,      31.61 
02/06/2025 21:00,      19.79 ,      88.80 ,    2667.00 ,    2939.00 ,       8.66 ,,      31.08 ,      33.39 ,      31.52 
02/06/2025 22:00,      20.83 ,      90.70 ,    2669.00 ,    2939.00 ,       8.66 ,,      31.08 ,      33.39 ,      31.52 
02/06/2025 23:00,      19.47 ,      92.30 ,    2670.00 ,    2939.00 ,       8.66 ,,      31.08 ,      33.40 ,      31.52 
02/07/2025 00:00,      19.83 ,      93.60 ,    2670.00 ,    2939.00 ,       8.68 ,,      31.09 ,      33.40 ,      31.53 
02/07/2025 01:00,      20.45 ,      94.10 ,    2670.00 ,    2939.00 ,       8.68 ,,      31.11 ,      33.42 ,      31.55 
02/07/2025 02:00,      19.89 ,      94.20 ,    2670.00 ,    2939.00 ,       8.70 ,,      31.11 ,      33.43 ,      31.55 
02/07/2025 03:00,      20.26 ,      94.10 ,    2670.00 ,    2939.00 ,       8.73 ,,      31.11 ,      33.42 ,      31.55 
02/07/2025 04:00,      20.31 ,      94.10 ,    2670.00 ,    2939.00 ,       8.75 ,,      31.12 ,      33.43 ,      31.56 
02/07/2025 05:00,      20.85 ,      93.80 ,    2672.00 ,    2939.00 ,       8.78 ,,      31.13 ,      33.44 ,      31.57 
02/07/2025 06:00,      20.75 ,      92.00 ,    2678.00 ,    2939.00 ,       8.79 ,,      31.13 ,      33.44 ,      31.57 
02/07/2025 07:00,      19.64 ,      92.30 ,    2684.00 ,    2939.00 ,       8.80 ,,      31.13 ,      33.44 ,      31.57 
02/07/2025 08:00,      18.55 ,      92.20 ,    2695.00 ,    2939.00 ,       8.81 ,,      31.13 ,      33.44 ,      31.57 
02/07/2025 09:00,      17.49 ,      91.90 ,    2704.00 ,    2941.00 ,       8.81 ,,      31.13 ,      33.44 ,      31.57 
02/07/2025 10:00,      16.88 ,      89.90 ,    2714.00 ,    2947.00 ,       8.82 ,,      31.13 ,      33.44 ,      31.57 
02/07/2025 11:00,      16.50 ,      91.60 ,    2722.00 ,    2967.00 ,       8.82 ,,      31.13 ,      33.44 ,      31.57 
02/07/2025 12:00,      16.64 ,      90.60 ,    2730.00 ,    2992.00 ,       8.83 ,,      31.13 ,      33.44 ,      31.57 
02/07/2025 13:00,      17.60 ,      89.10 ,    2738.00 ,    3026.00 ,       8.83 ,,      31.11 ,      33.42 ,      31.66 
02/07/2025 14:00,      17.21 ,      88.10 ,    2742.00 ,    3051.00 ,       8.82 ,,      31.08 ,      33.40 ,      31.63 
02/07/2025 15:00,      19.12 ,      86.10 ,    2744.00 ,    3074.00 ,       8.82 ,,      31.08 ,      33.39 ,      31.63 
02/07/2025 16:00,      20.38 ,      87.10 ,    2745.00 ,    3092.00 ,       8.83 ,,      31.08 ,      33.39 ,      31.63 
02/07/2025 17:00,      18.31 ,      86.20 ,    2746.00 ,    3102.00 ,       8.82 ,,      31.17 ,      33.38 ,      31.61 
02/07/2025 18:00,      15.49 ,      87.90 ,    2749.00 ,    3104.00 ,       8.83 ,,      31.08 ,      33.39 ,      31.63 
02/07/2025 19:00,      15.37 ,      88.20 ,    2750.00 ,    3104.00 ,       8.82 ,,      31.08 ,      33.39 ,      31.63 
02/07/2025 20:00,      14.78 ,      89.00 ,    2752.00 ,    3104.00 ,       8.82 ,,      31.10 ,      33.42 ,      31.65 
02/07/2025 21:00,      13.46 ,      88.60 ,    2755.00 ,    3104.00 ,       8.83 ,,      31.13 ,      33.44 ,      31.57 
02/07/2025 22:00,      13.03 ,      88.60 ,    2758.00 ,    3104.00 ,       8.83 ,,      31.14 ,      33.46 ,      31.58 
02/07/2025 23:00,      14.31 ,      89.20 ,    2759.00 ,    3104.00 ,       8.83 ,,      31.15 ,      33.46 ,      31.59 
02/08/2025 00:00,      15.10 ,      88.80 ,    2760.00 ,    3104.00 ,       8.83 ,,      31.16 ,      33.47 ,      31.60 
02/08/2025 01:00,      12.95 ,      88.80 ,    2762.00 ,    3104.00 ,       8.83 ,,      31.17 ,      33.49 ,      31.61 
02/08/2025 02:00,      12.48 ,      89.80 ,    2763.00 ,    3104.00 ,       8.83 ,,      31.17 ,      33.38 ,      31.61 
02/08/2025 03:00,      11.40 ,      89.40 ,    2764.00 ,    3104.00 ,       8.82 ,,      31.17 ,      33.38 ,      31.61 
02/08/2025 04:00,      10.84 ,      90.30 ,    2765.00 ,    3104.00 ,       8.82 ,,      31.17 ,      33.38 ,      31.61 
02/08/2025 05:00,      11.71 ,      89.50 ,    2766.00 ,    3104.00 ,       8.82 ,,      31.17 ,      33.38 ,      31.61 
02/08/2025 06:00,      12.22 ,      90.40 ,    2768.00 ,    3104.00 ,       8.82 ,,      31.17 ,      33.38 ,      31.61 
02/08/2025 07:00,      12.75 ,      90.40 ,    2768.00 ,    3104.00 ,       8.82 ,,      31.17 ,      33.38 ,      31.61 
02/08/2025 08:00,      11.44 ,      90.70 ,    2770.00 ,    3105.00 ,       8.82 ,,      31.17 ,      33.38 ,      31.61 
02/08/2025 09:00,      11.20 ,      89.60 ,    2772.00 ,    3109.00 ,       8.82 ,,      31.17 ,      33.38 ,      31.61 
02/08/2025 10:00,      13.90 ,      88.80 ,    2773.00 ,    3123.00 ,       8.82 ,,      31.17 ,      33.38 ,      31.61 
02/08/2025 11:00,      15.15 ,      87.80 ,    2776.00 ,    3142.00 ,       8.82 ,,      31.17 ,      33.38 ,      31.61 
02/08/2025 12:00,      19.11 ,      83.30 ,    2778.00 ,    3171.00 ,       8.82 ,,      31.16 ,      33.48 ,      31.60 
02/08/2025 13:00,      20.55 ,      84.00 ,    2781.00 ,    3198.00 ,       8.82 ,,      31.13 ,      33.44 ,      31.68 
02/08/2025 14:00,      23.22 ,      81.70 ,    2784.00 ,    3225.00 ,       8.82 ,,      31.20 ,      33.40 ,      31.64 
02/08/2025 15:00,      26.72 ,      71.48 ,    2790.00 ,    3255.00 ,       8.82 ,,      31.19 ,      33.39 ,      31.63 
02/08/2025 16:00,      27.01 ,      66.61 ,    2796.00 ,    3280.00 ,       8.82 ,,      31.15 ,      33.35 ,      31.59 
02/08/2025 17:00,      26.42 ,      59.18 ,    2800.00 ,    3291.00 ,       8.82 ,,      31.15 ,      33.35 ,      31.59 
02/08/2025 18:00,      24.16 ,      64.72 ,    2806.00 ,    3294.00 ,       8.82 ,,      31.15 ,      33.35 ,      31.59 
02/08/2025 19:00,      21.65 ,      68.90 ,    2810.00 ,    3294.00 ,       8.82 ,,      31.16 ,      33.36 ,      31.60 
02/08/2025 20:00,      19.56 ,      74.74 ,    2813.00 ,    3294.00 ,       8.82 ,,      31.19 ,      33.39 ,      31.63 
02/08/2025 21:00,      17.75 ,      74.26 ,    2817.00 ,    3294.00 ,       8.82 ,,      31.19 ,      33.39 ,      31.63 
02/08/2025 22:00,      19.42 ,      75.11 ,    2819.00 ,    3294.00 ,       8.82 ,,      31.12 ,      33.43 ,      31.67 
02/08/2025 23:00,      18.38 ,      77.92 ,    2822.00 ,    3294.00 ,       8.82 ,,      31.13 ,      33.44 ,      31.68 
02/09/2025 00:00,      21.69 ,      74.88 ,    2825.00 ,    3294.00 ,       8.82 ,,      31.13 ,      33.33 ,      31.57 
02/09/2025 01:00,      20.10 ,      78.80 ,    2827.00 ,    3294.00 ,       8.82 ,,      31.13 ,      33.45 ,      31.58 
02/09/2025 02:00,      19.61 ,      81.80 ,    2827.00 ,    3294.00 ,       8.82 ,,      31.13 ,      33.44 ,      31.57 
02/09/2025 03:00,      20.40 ,      82.20 ,    2828.00 ,    3294.00 ,       8.82 ,,      31.13 ,      33.44 ,      31.57 
02/09/2025 04:00,      17.31 ,      85.90 ,    2831.00 ,    3294.00 ,       8.83 ,,      31.15 ,      33.46 ,      31.59 
02/09/2025 05:00,      14.80 ,      91.90 ,    2833.00 ,    3294.00 ,       8.83 ,,      31.15 ,      33.46 ,      31.59 
02/09/2025 06:00,      14.88 ,      89.20 ,    2834.00 ,    3294.00 ,       8.83 ,,      31.15 ,      33.46 ,      31.59 
02/09/2025 07:00,      15.82 ,      89.30 ,    2835.00 ,    3294.00 ,       8.83 ,,      31.16 ,      33.36 ,      31.60 
02/09/2025 08:00,      14.46 ,      88.90 ,    2836.00 ,    3294.00 ,       8.83 ,,      31.17 ,      33.37 ,      31.61 
02/09/2025 09:00,      14.70 ,      87.00 ,    2837.00 ,    3297.00 ,       8.83 ,,      31.17 ,      33.38 ,      31.61 
02/09/2025 10:00,      17.29 ,      86.50 ,    2839.00 ,    3306.00 ,       8.83 ,,      31.17 ,      33.38 ,      31.61 
02/09/2025 11:00,      20.47 ,      83.80 ,    2843.00 ,    3323.00 ,       8.83 ,,      31.17 ,      33.37 ,      31.61 
02/09/2025 12:00,      21.76 ,      81.30 ,    2846.00 ,    3349.00 ,       8.82 ,,      31.13 ,      33.44 ,      31.68 
02/09/2025 13:00,      22.59 ,      80.70 ,    2850.00 ,    3393.00 ,       8.82 ,,      31.19 ,      33.40 ,      31.64 
02/09/2025 14:00,      25.17 ,      72.11 ,    2855.00 ,    3438.00 ,       8.82 ,,      31.15 ,      33.35 ,      31.59 
02/09/2025 15:00,      27.39 ,      60.51 ,    2858.00 ,    3465.00 ,       8.82 ,,      31.11 ,      33.42 ,      31.55 
02/09/2025 16:00,      26.09 ,      56.23 ,    2862.00 ,    3487.00 ,       8.82 ,,      31.10 ,      33.41 ,      31.65 
02/09/2025 17:00,      24.30 ,      69.40 ,    2865.00 ,    3499.00 ,       8.82 ,,      31.21 ,      33.41 ,      31.65 
02/09/2025 18:00,      20.53 ,      67.26 ,    2869.00 ,    3500.00 ,       8.82 ,,      31.10 ,      33.41 ,      31.54 
02/09/2025 19:00,      22.05 ,      63.08 ,    2874.00 ,    3500.00 ,       8.82 ,,      31.14 ,      33.34 ,      31.58 
02/09/2025 20:00,      19.28 ,      68.42 ,    2875.00 ,    3500.00 ,       8.83 ,,      31.17 ,      33.37 ,      31.61 
02/09/2025 21:00,      16.02 ,      72.20 ,    2875.00 ,    3500.00 ,       8.83 ,,      31.19 ,      33.39 ,      31.63 
02/09/2025 22:00,      16.70 ,      73.66 ,    2876.00 ,    3500.00 ,       8.82 ,,      31.09 ,      33.40 ,      31.64 
02/09/2025 23:00,      16.60 ,      75.06 ,    2877.00 ,    3500.00 ,       8.83 ,,      31.13 ,      33.44 ,      31.68 
02/10/2025 00:00,      15.85 ,      79.63 ,    2878.00 ,    3500.00 ,       8.83 ,,      31.13 ,      33.44 ,      31.57 
02/10/2025 01:00,      13.65 ,      82.60 ,    2879.00 ,    3500.00 ,       8.83 ,,      31.15 ,      33.46 ,      31.59 
02/10/2025 02:00,      13.24 ,      84.70 ,    2880.00 ,    3500.00 ,       8.83 ,,      31.15 ,      33.35 ,      31.59 
02/10/2025 03:00,      12.79 ,      91.50 ,    2880.00 ,    3500.00 ,       8.83 ,,      31.15 ,      33.36 ,      31.59 
02/10/2025 04:00,      15.65 ,      87.50 ,    2881.00 ,    3500.00 ,       8.83 ,,      31.17 ,      33.37 ,      31.61 
02/10/2025 05:00,      13.24 ,      90.50 ,    2881.00 ,    3500.00 ,       8.84 ,,      31.17 ,      33.38 ,      31.61 
02/10/2025 06:00,      12.98 ,      90.70 ,    2882.00 ,    3500.00 ,       8.84 ,,      31.17 ,      33.38 ,      31.61 
02/10/2025 07:00,      12.06 ,      90.80 ,    2882.00 ,    3500.00 ,       8.84 ,,      31.17 ,      33.38 ,      31.61 
02/10/2025 08:00,       9.94 ,      89.50 ,    2883.00 ,    3500.00 ,       8.84 ,,      31.17 ,      33.38 ,      31.61 
02/10/2025 09:00,       8.83 ,      87.80 ,    2886.00 ,    3503.00 ,       8.84 ,,      31.17 ,      33.38 ,      31.61 
02/10/2025 10:00,      13.38 ,      84.30 ,    2887.00 ,    3508.00 ,       8.84 ,,      31.17 ,      33.38 ,      31.61 
02/10/2025 11:00,      16.40 ,      79.09 ,    2888.00 ,    3524.00 ,       8.84 ,,      31.17 ,      33.38 ,      31.61 
02/10/2025 12:00,      15.74 ,      76.97 ,    2890.00 ,    3547.00 ,       8.84 ,,      31.14 ,      33.35 ,      31.58 
02/10/2025 13:00,      15.29 ,      67.96 ,    2896.00 ,    3587.00 ,       8.84 ,,      31.10 ,      33.41 ,      31.65 
02/10/2025 14:00,      15.83 ,      67.35 ,    2902.00 ,    3631.00 ,       8.84 ,,      31.19 ,      33.39 ,      31.63 
02/10/2025 15:00,      14.75 ,      68.64 ,    2910.00 ,    3657.00 ,       8.84 ,,      31.18 ,      33.38 ,      31.62 
02/10/2025 16:00,      14.43 ,      65.71 ,    2917.00 ,    3678.00 ,       8.84 ,,      31.19 ,      33.39 ,      31.63 
02/10/2025 17:00,      12.18 ,      65.77 ,    2922.00 ,    3692.00 ,       8.84 ,,      31.19 ,      33.39 ,      31.63 
02/10/2025 18:00,       9.31 ,      71.17 ,    2924.00 ,    3694.00 ,       8.84 ,,      31.19 ,      33.39 ,      31.63 
02/10/2025 19:00,       9.06 ,      69.58 ,    2925.00 ,    3694.00 ,       8.84 ,,      31.13 ,      33.44 ,      31.68 
02/10/2025 20:00,       6.82 ,      74.81 ,    2927.00 ,    3694.00 ,       8.84 ,,      31.15 ,      33.35 ,      31.59 
02/10/2025 21:00,       5.15 ,      73.59 ,    2929.00 ,    3694.00 ,       8.84 ,,      31.17 ,      33.38 ,      31.61 
02/10/2025 22:00,       4.67 ,      75.79 ,    2930.00 ,    3694.00 ,       8.84 ,,      31.18 ,      33.38 ,      31.62 
02/10/2025 23:00,       4.86 ,      74.56 ,    2932.00 ,    3694.00 ,       8.84 ,,      31.11 ,      33.42 ,      31.55 
02/11/2025 00:00,       4.66 ,      75.14 ,    2933.00 ,    3694.00 ,       8.84 ,,      31.11 ,      33.42 ,      31.55 
02/11/2025 01:00,       2.13 ,      77.58 ,    2934.00 ,    3694.00 ,       8.84 ,,      31.13 ,      33.33 ,      31.57 
02/11/2025 02:00,       2.35 ,      77.92 ,    2936.00 ,    3694.00 ,       8.84 ,,      31.15 ,      33.36 ,      31.59 
02/11/2025 03:00,       2.51 ,      79.25 ,    2937.00 ,    3694.00 ,       8.84 ,,      31.15 ,      33.36 ,      31.59 
02/11/2025 04:00,       0.73 ,      82.60 ,    2937.00 ,    3694.00 ,       8.84 ,,      31.15 ,      33.36 ,      31.59 
02/11/2025 05:00,       1.13 ,      84.30 ,    2937.00 ,    3694.00 ,       8.84 ,,      31.16 ,      33.36 ,      31.60 
02/11/2025 06:00,      -1.21 ,      86.70 ,    2937.00 ,    3694.00 ,       8.84 ,,      31.17 ,      33.37 ,      31.61 
02/11/2025 07:00,      -2.99 ,      86.90 ,    2938.00 ,    3694.00 ,       8.84 ,,      31.18 ,      33.39 ,      31.62 
02/11/2025 08:00,      -3.59 ,      86.80 ,    2938.00 ,    3694.00 ,       8.84 ,,      31.20 ,      33.40 ,      31.64 
02/11/2025 09:00,      -1.57 ,      84.60 ,    2938.00 ,    3700.00 ,       8.84 ,,      31.20 ,      33.40 ,      31.64 
02/11/2025 10:00,       2.30 ,      73.07 ,    2939.00 ,    3720.00 ,       8.84 ,,      31.20 ,      33.40 ,      31.64 
02/11/2025 11:00,       4.42 ,      69.99 ,    2939.00 ,    3750.00 ,       8.84 ,,      31.16 ,      33.36 ,      31.60 
02/11/2025 12:00,       2.88 ,      75.41 ,    2942.00 ,    3789.00 ,       8.84 ,,      31.11 ,      33.32 ,      31.55 
